Sample,Spot name,Collated,CoreRim,Sample protolith type,Country,Region,Region2,Domain,Lithology,Reference,Ref2,long,lat,age76,age76_2s,age638,age638_2s,age735,age735_2s,,
D1853,D11 S_29.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,793,29,804,51,793,29,,
D1853,D11 S_22.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,809,67,614,39,809,67,,
D1853,D11 S_24.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,817,56,674,59,817,56,,
D1853,D11 L_6.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,835,16,833,29,835,16,,
D1853,D11 S_5.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,881,40,859,46,881,40,,
D1853,D11 L_26.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,887,182,611,48,887,182,,
D1853,D11 S_21.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,912,32,632,36,912,32,,
D1853,D11 S_26.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,936,27,929,58,936,27,,
D1853,D11 L_20.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,946,25,1024,61,946,25,,
D1853,D11 S_14.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,951,23,1003,69,951,23,,
D1853,D11 L_28.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,951,34,670,72,951,34,,
D1853,D11 S_2.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,956,26,980,58,956,26,,
D1853,D11 S_17.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,961,59,581,85,961,59,,
D1853,D11 L_27.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,988,22,1053,80,988,22,,
D1853,D11 L_25.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,994,24,1035,78,994,24,,
D1853,D11 S_28.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,996,26,1028,108,996,26,,
D1853,D11 L_20.2_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1007,23,1004,56,1007,23,,
D1853,D11 S_16.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1026,24,1035,58,1026,24,,
D1853,D11 L_12.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1029,23,1032,66,1029,23,,
D1853,D11 S_9.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1031,35,968,54,1031,35,,
D1853,D11 S_15.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1032,30,1104,75,1032,30,,
D1853,D11 L_18.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1044,23,1073,65,1044,23,,
D1853,D11 L_8.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1045,12,1017,32,1045,12,,
D1853,D11 S_6.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1048,29,1060,65,1048,29,,
D1853,D11 L_3.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1049,12,1062,30,1049,12,,
D1853,D11 S_18.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1050,31,1050,62,1050,31,,
D1853,D11 S_12.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1050,35,1020,69,1050,35,,
D1853,D11 S_3.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1050,44,995,71,1050,44,,
D1853,D11 L_19.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1061,24,1099,89,1061,24,,
D1853,D11 L_9.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1070,18,962,40,1070,18,,
D1853,D11 L_22.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1107,24,1184,82,1107,24,,
D1853,D11 L_15.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1120,32,971,53,1120,32,,
D1853,D11 S_25.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1257,30,683,34,1257,30,,
D1853,D11 L_1.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1281,154,637,81,1281,154,,
D1853,D11 S_20.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1346,202,592,100,1346,202,,
D1853,D11 L_14.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1887,36,1363,98,1887,36,,
D1853,D11 L_21.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,1967,76,489,50,1967,76,,
D1853,D11 L_16.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,2036,21,2087,112,2036,21,,
D1853,D11 L_4.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,2041,14,1940,68,2041,14,,
D1853,D11 S_30.2_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,2561,26,1179,64,2561,26,,
D1853,D11 L_17.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,2575,17,2645,139,2575,17,,
D1853,D11 L_23.2_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,2612,19,1053,144,2612,19,,
D1853,D11 L_23.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,2622,22,1357,93,2622,22,,
D1853,D11 L_13.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,2624,18,2448,199,2624,18,,
D1853,D11 S_30.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,2627,20,2606,202,2627,20,,
D1853,D11 L_11.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,2671,9,2605,104,2671,9,,
D1853,D11 S_23.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,2679,26,1750,90,2679,26,,
D1853,D11 S_19.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,2693,20,1265,167,2693,20,,
D1853,D11 L_30.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Inkisi group sediments,Linol et al. 2016,0,24,-4,2694,20,1613,339,2694,20,,
D470,D470L_17.2_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,241,257,240,13,240,49,,
D470,D470L_20.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,321,51,286,13,290,16,,
D470,D470S_4.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,513,43,503,19,505,22,,
D470,D470L_43.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,522,42,549,25,544,26,,
D470,D470L_43.2_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,537,43,591,28,580,28,,
D470,D470L_18.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,541,42,580,27,572,27,,
D470,D470S_20.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,545,43,515,20,521,23,,
D470,D470L_26.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,552,45,613,29,600,29,,
D470,D470L_22.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,554,41,604,29,593,28,,
D470,D470L_5.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,601,53,577,21,582,27,,
D470,D470L_24.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,608,43,667,33,653,32,,
D470,D470S_1.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,612,48,585,29,591,31,,
D470,D470L_15.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,617,60,578,17,586,28,,
D470,D470L_16.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,654,68,570,16,587,31,,
D470,D470L_23.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,659,46,605,30,617,31,,
D470,D470L_36.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,662,41,646,30,649,30,,
D470,D470L_12.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,663,57,607,18,619,29,,
D470,D470L_3.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,665,51,642,19,647,27,,
D470,D470L_28.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,678,46,650,32,656,33,,
D470,D470S_13.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,684,45,589,22,609,27,,
D470,D470L_19.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,694,41,700,35,698,33,,
D470,D470L_10.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,712,60,668,24,678,34,,
D470,D470S_9.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,715,61,642,27,659,35,,
D470,D470L_6.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,717,51,696,20,701,29,,
D470,D470L_13.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,717,56,678,19,687,30,,
D470,D470S_21.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,720,43,690,31,697,31,,
D470,D470L_25.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,722,40,747,38,741,34,,
D470,D470S_8.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,724,56,628,25,649,32,,
D470,D470L_29.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,725,41,750,42,744,38,,
D470,D470S_17.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,734,51,673,27,687,32,,
D470,D470S_3.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,741,43,613,22,641,27,,
D470,D470L_14.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,749,99,621,21,649,48,,
D470,D470L_2.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,755,53,710,24,721,32,,
D470,D470S_19.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,767,44,685,28,705,31,,
D470,D470L_46.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,768,43,767,38,767,36,,
D470,D470L_38.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,769,41,712,33,726,33,,
D470,D470S_14.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,772,47,670,27,694,31,,
D470,D470L_42.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,786,41,778,36,780,34,,
D470,D470S_16.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,791,45,770,27,776,31,,
D470,D470S_23.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,805,46,695,30,722,32,,
D470,D470L_31.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,884,39,896,41,893,37,,
D470,D470L_33.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,909,43,1005,49,975,42,,
D470,D470S_6.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,923,85,649,46,714,58,,
D470,D470S_10.2_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,950,41,732,31,788,33,,
D470,D470L_47.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,975,43,1068,62,1038,49,,
D470,D470L_27.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,976,39,1026,56,1010,45,,
D470,D470L_11.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,983,50,1017,27,1007,37,,
D470,D470S_12.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1004,77,695,40,773,53,,
D470,D470L_45.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1038,75,963,50,986,59,,
D470,D470L_1.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1059,61,973,28,1000,43,,
D470,D470L_34.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1095,39,1136,51,1122,43,,
D470,D470L_9.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1132,69,619,21,741,41,,
D470,D470L_37.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1187,96,735,34,857,64,,
D470,D470L_30.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1237,44,650,33,798,39,,
D470,D470S_7.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1261,38,571,23,732,30,,
D470,D470L_8.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1272,46,1257,33,1263,40,,
D470,D470S_15.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1345,84,504,25,687,51,,
D470,D470S_18.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1381,111,658,32,847,73,,
D470,D470S_5.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1623,39,1236,83,1385,64,,
D470,D470S_2.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1638,123,509,29,773,79,,
D470,D470S_11.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1680,106,389,30,643,67,,
D470,D470L_48.1_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1727,68,783,74,1075,84,,
D470,D470S_2.2_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1747,128,523,23,821,84,,
D470,D470L_4.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1788,43,1780,57,1784,51,,
D470,D470S_10.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1872,46,450,18,773,36,,
D470,D470L_21.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1964,33,2057,93,2011,57,,
D470,D470L_35.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,1974,34,2040,88,2007,55,,
D470,D470L_41.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,2080,33,2158,94,2118,57,,
D470,D470S_11.2_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,2084,35,342,14,688,29,,
D470,D470L_32.2_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,2557,32,1119,67,1720,63,,
D470,D470L_44.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,2572,31,1074,62,1691,60,,
D470,D470L_32.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,2605,31,1084,61,1716,60,,
D470,D470L_39.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,2663,41,961,205,1637,195,,
D470,D470L_40.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,2665,31,1623,154,2132,102,,
D470,D470S_22.2_10-25-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,2711,37,930,52,1632,61,,
D470,D470S_22.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,2942,35,2498,256,2751,126,,
D600,D600L_8.2_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,515,29,520,38,519,33,,
D600,D600L_10.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,565,30,572,41,570,35,,
D600,D600L_22.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,602,29,604,44,604,37,,
D600,D600L_49.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,610,38,611,51,611,44,,
D600,D600L_31.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,618,30,636,48,632,40,,
D600,D600L_14.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,621,32,547,41,561,36,,
D600,D600L_17.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,635,33,605,45,612,38,,
D600,D600L_27.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,645,32,656,47,654,39,,
D600,D600L_6.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,650,32,605,45,615,38,,
D600,D600L_42.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,658,30,690,50,682,41,,
D600,D600L_38.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,676,29,684,51,682,41,,
D600,D600L_16.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,682,29,705,52,699,42,,
D600,D600L_46.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,696,31,708,52,705,42,,
D600,D600S_7.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,701,45,652,32,663,33,,
D600,D600L_1.1_10-35-55,2,,Detrital,Africa,Africa - Congo (West),Africa - Congo (West),Congo Basin,Lower Kwango Group,Linol et al. 2016,0,24,-4,720,28,746,52,739,42,,
