Sample,Spot name,Collated,CoreRim,Sample protolith type,Country,Region,Region2,Domain,Lithology,Reference,Ref2,long,lat,age76,age76_2s,age638,age638_2s,age735,age735_2s,,
I16-05,I1605 - 064,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2494,38,2300,43,2399,22,,
I16-05,I1605 - 084,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2496,48,2293,61,2388,22,,
I16-05,I1605 - 051,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2517,59,2705,49,2610,31,,
I16-05,I1605 - 083,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2524,43,2601,46,2562,22,,
I16-05,I1605 - 076,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2527,58,2398,91,2457,38,,
I16-05,I1605 - 063,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2530,36,2188,84,2355,61,,
I16-05,I1605 - 035,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2530,31,2177,40,2375,20,,
I16-05,I1605 - 077,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2531,37,2609,44,2563,23,,
I16-05,I1605 - 103,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2533,33,2639,35,2604,17,,
I16-05,I1605 - 033,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2534,28,2125,54,2336,38,,
I16-05,I1605 - 079,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2538,51,2673,58,2596,26,,
I16-05,I1605 - 098,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2538,31,1634,31,2296,19,,
I16-05,I1605 - 043,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2545,45,2646,45,2596,22,,
I16-05,I1605 - 019,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2558,41,2333,45,2461,23,,
I16-05,I1605 - 024,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2578,33,2001,39,2319,25,,
I16-05,I1605 - 090,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2589,38,2517,74,2568,35,,
I16-05,I1605 - 078,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2597,31,2217,33,2427,21,,
I16-05,I1605 - 056,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2613,39,2340,45,2484,25,,
I16-05,I1605 - 073,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2618,29,2656,30,2649,17,,
I16-05,I1605 - 037,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2626,24,2151,36,2419,21,,
I16-05,I1605 - 102,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2640,35,2380,110,2497,58,,
I16-05,I1605 - 039,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2652,48,2837,57,2736,28,,
I16-05,I1605 - 086,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2672,52,2500,100,2586,63,,
I16-05,I1605 - 027,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2675,33,2834,44,2745,20,,
I16-05,I1605 - 034,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2683,37,2800,49,2745,24,,
I16-05,I1605 - 048,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2684,33,2764,42,2726,21,,
I16-05,I1605 - 055,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2686,27,2788,33,2742,17,,
I16-05,I1605 - 057,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2687,21,1492,17,2077,13,,
I16-05,I1605 - 096,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2720,43,2746,46,2738,24,,
I16-05,I1605 - 014,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2734,23,2389,37,2573,17,,
I16-05,I1605 - 050,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2744,42,1073,34,1778,26,,
I16-05,I1605 - 095,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2790,38,3095,59,2929,27,,
I16-05,I1605 - 041,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2847,38,2755,46,2821,21,,
I16-05,I1605 - 045,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2898,36,2934,59,2940,31,,
I16-05,I1605 - 094,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2911,27,2602,56,2806,32,,
I16-05,I1605 - 081,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2938,31,2893,47,2929,23,,
I16-05,I1605 - 006,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2949,29,2897,43,2934,21,,
I16-05,I1605 - 017,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2969,21,3068,34,3015,14,,
I16-05,I1605 - 020,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2971,33,3027,48,2996,22,,
I16-05,I1605 - 072,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2973,24,2713,43,2875,19,,
I16-05,I1605 - 010,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2974,33,2913,68,2941,35,,
I16-05,I1605 - 091,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2983,19,2811,37,2920,19,,
I16-05,I1605 - 016,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,2992,37,3161,57,3075,21,,
I16-05,I1605 - 011,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3001,37,2834,49,2933,24,,
I16-05,I1605 - 028,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3018,44,3147,50,3076,25,,
I16-05,I1605 - 008,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3034,51,3130,55,3085,30,,
I16-05,I1605 - 087,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3035,31,3136,40,3082,17,,
I16-05,I1605 - 042,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3037,34,3126,53,3080,18,,
I16-05,I1605 - 082,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3038,26,3139,42,3090,18,,
I16-05,I1605 - 061,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3041,28,3210,44,3121,19,,
I16-05,I1605 - 092,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3046,35,3193,44,3127,20,,
I16-05,I1605 - 104,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3047,26,3119,39,3091,16,,
I16-05,I1605 - 085,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3049,28,3011,46,3045,19,,
I16-05,I1605 - 018,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3051,53,3051,69,3060,24,,
I16-05,I1605 - 023,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3053,45,3133,56,3090,26,,
I16-05,I1605 - 101,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3060,33,2896,68,3002,35,,
I16-05,I1605 - 047,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3061,26,3180,39,3117,15,,
I16-05,I1605 - 026,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3061,27,3164,48,3100,23,,
I16-05,I1605 - 031,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3071,36,3103,43,3097,19,,
I16-05,I1605 - 100,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3081,58,3159,73,3126,31,,
I16-05,I1605 - 097,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3096,57,3086,66,3122,37,,
I16-05,I1605 - 058,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3102,68,3017,91,3076,31,,
I16-05,I1605 - 007,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3160,26,3162,40,3167,18,,
I16-05,I1605 - 036,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3228,21,2857,49,3095,25,,
I16-05,I1605 - 015,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3247,37,3297,49,3269,19,,
I16-05,I1605 - 059,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3263,40,3442,65,3332,28,,
I16-05,I1605 - 054,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3281,54,3210,100,3243,40,,
I16-05,I1605 - 053,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3307,23,3390,41,3341,18,,
I16-05,I1605 - 088,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3322,37,3336,93,3330,35,,
I16-05,I1605 - 089,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Fine-grained sandstone,Armistead et al. 2017,0,73.69846,15.69217,3503,25,3502,50,3518,19,,
I16-27,I1627 - 09,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,2331,66,530,25,1015,23,,
I16-27,I1627 - 27,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,2558,37,951,28,1578,30,,
I16-27,I1627 - 26,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,2584,31,1212,45,1809,47,,
I16-27,I1627 - 29,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,2610,50,1210,53,1800,32,,
I16-27,I1627 - 14,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,2657,51,439,20,1023,26,,
I16-27,I1627 - 15,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,2730,110,1260,110,1904,94,,
I16-27,I1627 - 11,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,2730,46,772,31,1460,24,,
I16-27,I1627 - 04,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,2945,88,1730,100,2384,93,,
I16-27,I1627 - 36,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,2957,83,2010,180,2480,120,,
I16-27,I1627 - 06,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,2997,59,890,130,1690,130,,
I16-27,I1627 - 05,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,2998,82,1545,78,2320,79,,
I16-27,I1627 - 08,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3039,71,1287,61,2225,51,,
I16-27,I1627 - 28,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3052,63,1420,53,2188,40,,
I16-27,I1627 - 13,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3061,42,2000,110,2544,67,,
I16-27,I1627 - 12,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3079,83,1390,120,2260,120,,
I16-27,I1627 - 34,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3083,34,2643,60,2898,29,,
I16-27,I1627 - 02,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3094,40,2880,130,2975,63,,
I16-27,I1627 - 23,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3110,31,2941,45,3063,22,,
I16-27,I1627 - 22,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3114,45,2512,78,2850,45,,
I16-27,I1627 - 39,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3125,39,2207,62,2714,31,,
I16-27,I1627 - 32,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3132,50,2786,83,2974,36,,
I16-27,I1627 - 03,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3135,58,3371,77,3224,29,,
I16-27,I1627 - 33,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3152,51,3137,88,3124,37,,
I16-27,I1627 - 17,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3152,41,1848,90,2519,55,,
I16-27,I1627 - 40,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3153,49,3110,100,3136,42,,
I16-27,I1627 - 37,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3157,29,3077,40,3142,16,,
I16-27,I1627 - 16,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3163,43,3152,76,3145,31,,
I16-27,I1627 - 35,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3184,50,2789,79,3014,33,,
I16-27,I1627 - 19,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3188,45,2035,95,2644,47,,
I16-27,I1627 - 30,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3188,42,3348,70,3227,34,,
I16-27,I1627 - 10,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3193,59,3084,99,3143,50,,
I16-27,I1627 - 01,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3194,38,2400,36,2876,24,,
I16-27,I1627 - 07,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3195,43,2250,110,2757,43,,
I16-27,I1627 - 38,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3207,27,2705,46,3021,18,,
I16-27,I1627 - 18,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3226,52,2879,83,3095,28,,
I16-27,I1627 - 31,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3256,71,2400,160,2876,66,,
I16-27,I1627 - 25,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3271,28,695,10,1677,15,,
I16-27,I1627 - 20,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3352,70,660,150,1490,170,,
I16-27,I1627 - 21,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3438,70,730,150,1570,180,,
I16-27,I1627 - 24,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,Quartzite,Armistead et al. 2017,0,74.5408,14.6187,3737,38,379,6,1400,20,,
I16-33,I1633 - 37,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,1910,170,689,49,1110,100,,
I16-33,I1633 - 40,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,1947,40,1183,21,1505,25,,
I16-33,I1633 - 31,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2110,46,1399,46,1717,49,,
I16-33,I1633 - 28,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2210,38,1415,23,1770,20,,
I16-33,I1633 - 12,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2257,48,1068,27,1534,31,,
I16-33,I1633 - 16,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2308,38,1380,42,1790,23,,
I16-33,I1633 - 25,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2353,31,1520,24,1917,18,,
I16-33,I1633 - 18,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2375,47,1459,19,1892,27,,
I16-33,I1633 - 11,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2387,58,662,51,1288,66,,
I16-33,I1633 - 20,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2400,52,1660,110,1990,84,,
I16-33,I1633 - 46,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2409,35,1699,28,2058,21,,
I16-33,I1633 - 01,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2420,110,913,15,1513,56,,
I16-33,I1633 - 24,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2450,28,1954,26,2216,16,,
I16-33,I1633 - 13,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2493,47,2298,66,2407,35,,
I16-33,I1633 - 30,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2495,40,2022,71,2258,44,,
I16-33,I1633 - 05,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2497,34,2140,36,2334,23,,
I16-33,I1633 - 08,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2499,32,2102,46,2317,27,,
I16-33,I1633 - 21,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2504,43,2572,37,2541,21,,
I16-33,I1633 - 47,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2520,46,2294,45,2423,28,,
I16-33,I1633 - 29,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2540,33,2331,43,2456,19,,
I16-33,I1633 - 32,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2554,25,2531,30,2558,17,,
I16-33,I1633 - 02,1,,Detrital,India,India - Dharwar Craton,India - Dharwar Craton,Dharwar Craton,"Meta-greywacke, Chlorite schist",Armistead et al. 2017,0,74.74486,14.5555,2560,30,2216,41,2411,29,,
